Name,Qualification,Experience_in_years,Fees,Website,Degree,Specialization
Dr. Ankita bhardwaj,BDS,,0.0,https://www.practo.com/delhi//delhi/doctor/ankita-bhardwaj-dentist?practice_id=1419371&specialization=Doctor&referrer=doctor_listing&page_uid=0ff3d26f-a9ad-412c-bd20-4437d831b9ee,BDS,
Dr. Jaiveer  Yadav,"MDS - Prosthodontist And Crown Bridge, BDS",11.0,400.0,https://www.practo.com/delhi//delhi/doctor/jaiveer-yadav-dentist?practice_id=1246653&specialization=Doctor&referrer=doctor_listing&page_uid=0ff3d26f-a9ad-412c-bd20-4437d831b9ee,"BDS, MDS",Prosthodontics
Ms. Priyanka Jaiswal,"MSc - Nutrition and Dietetics, BSc. - Home Science",12.0,450.0,https://www.practo.com/delhi//delhi/therapist/priyanka-jaiswal-dietitian-nutritionist?practice_id=1306150&specialization=Doctor&referrer=doctor_listing&page_uid=d43f3cc5-7d32-4c99-adc3-a913fc032db5,,
Dr. Vidhi Dhall,BDS,,300.0,https://www.practo.com/delhi//delhi/doctor/dr-vidhi-dhall-dentist?practice_id=1156254&specialization=Doctor&referrer=doctor_listing&page_uid=d43f3cc5-7d32-4c99-adc3-a913fc032db5,BDS,
Dr. Mayank Ahuja,BDS,,500.0,https://www.practo.com/delhi//delhi/doctor/mayank-ahuja-dentist-1?practice_id=1396756&specialization=Doctor&referrer=doctor_listing&page_uid=d43f3cc5-7d32-4c99-adc3-a913fc032db5,BDS,
Dr. Akhilesh Om Prakash,MBBS,,499.0,https://www.practo.com/delhi//delhi/doctor/dr-akhilesh-om-prakash-sexologist-1?practice_id=1419717&specialization=Doctor&referrer=doctor_listing&page_uid=d43f3cc5-7d32-4c99-adc3-a913fc032db5,MBBS,
Dr. Ankita Khare,"BDS, MDS - Oral Pathology and Oral Microbiology",11.0,300.0,https://www.practo.com/delhi//delhi/doctor/ankita-khare-dentist-1?practice_id=1183598&specialization=Doctor&referrer=doctor_listing&page_uid=d43f3cc5-7d32-4c99-adc3-a913fc032db5,"BDS, MDS",
Dr. Chetan Singh Rawat,BAMS,,800.0,https://www.practo.com/delhi//delhi/doctor/dr-chetan-singh-rawat-ayurveda?practice_id=1395708&specialization=Doctor&referrer=doctor_listing&page_uid=d43f3cc5-7d32-4c99-adc3-a913fc032db5,,
Dr. K H Rajesh,MBBS,,499.0,https://www.practo.com/delhi//delhi/doctor/dr-k-h-rajesh-sexologist?practice_id=1419717&specialization=Doctor&referrer=doctor_listing&page_uid=d43f3cc5-7d32-4c99-adc3-a913fc032db5,MBBS,
Dr. Garima Singhal,BDS,12.0,500.0,https://www.practo.com/delhi//delhi/doctor/dr-garima-singhal-dentist?practice_id=1417866&specialization=Doctor&referrer=doctor_listing&page_uid=d43f3cc5-7d32-4c99-adc3-a913fc032db5,BDS,
Ms. Monika Sharma,"BA - Psychology, MA - Psychology, PGDPC (Post Graduation Diploma In Psychological Counselling)",21.0,1200.0,https://www.practo.com/delhi//delhi/therapist/monika-sharma-5-psychologist?practice_id=1117726&specialization=Doctor&referrer=doctor_listing&page_uid=d43f3cc5-7d32-4c99-adc3-a913fc032db5,Diploma,Psychiatry
Ms. Geetika Chopra,"MSc - Food and Applied Nutrition, Diploma in Naturopathy & Yoga (NDDY)",19.0,500.0,https://www.practo.com/delhi//delhi/therapist/dr-geetika-chopra-dietitian-nutritionist?practice_id=1131878&specialization=Doctor&referrer=doctor_listing&page_uid=d43f3cc5-7d32-4c99-adc3-a913fc032db5,Diploma,Urology
Dr. Neha Bansal,"MBBS, MS - Obstetrics & Gynaecology",10.0,700.0,https://www.practo.com/delhi//delhi/doctor/neha-bansal-gynecologist-obstetrician?practice_id=1381587&specialization=Doctor&referrer=doctor_listing&page_uid=e043c66b-caf1-4757-be4a-0d13668f5c8e,MBBS,
Dr. Hardeep  Singh Barak,BDS,,400.0,https://www.practo.com/delhi//delhi/doctor/dr-hardeep-singh-barak-dentist?practice_id=1416533&specialization=Doctor&referrer=doctor_listing&page_uid=e043c66b-caf1-4757-be4a-0d13668f5c8e,BDS,
Dr. Manisha Yadav,BDS,,500.0,https://www.practo.com/delhi//delhi/doctor/dr-manisha-yadav-dentist-4?practice_id=1377683&specialization=Doctor&referrer=doctor_listing&page_uid=e043c66b-caf1-4757-be4a-0d13668f5c8e,BDS,
Dr. Yash Gulati,"MS - Orthopaedics, M.Ch - Orthopaedics, MBBS",33.0,1500.0,https://www.practo.com/delhi//delhi/doctor/yash-gulati-orthopedist?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=e043c66b-caf1-4757-be4a-0d13668f5c8e,MBBS,Orthopedics
Dr. Ankit Jain,"BDS, MDS - Oral Medicine and Radiology",11.0,300.0,https://www.practo.com/delhi//delhi/doctor/ankit-jain-2-dentist?practice_id=1125756&specialization=Doctor&referrer=doctor_listing&page_uid=e043c66b-caf1-4757-be4a-0d13668f5c8e,"BDS, MDS",Radiology
Dr. Sonali Yadav,BDS,,500.0,https://www.practo.com/delhi//delhi/doctor/sonali-yadav-dentist?practice_id=1422461&specialization=Doctor&referrer=doctor_listing&page_uid=e043c66b-caf1-4757-be4a-0d13668f5c8e,BDS,
Dr. Ayush Khetrapal,"MBBS, MS - General Surgery, MCh - Urology",,1500.0,https://www.practo.com/delhi//delhi/doctor/dr-ayush-khetrapal-urologist?practice_id=758837&specialization=Doctor&referrer=doctor_listing&page_uid=e043c66b-caf1-4757-be4a-0d13668f5c8e,MBBS,"Urology, General Practice"
Dr. Shraddha Jain,BAMS,15.0,299.0,https://www.practo.com/delhi//delhi/doctor/dr-shraddha-jain-ayurveda?practice_id=1182997&specialization=Doctor&referrer=doctor_listing&page_uid=e043c66b-caf1-4757-be4a-0d13668f5c8e,,
Dr. Parul Katiyar,"MS - Obstetrics & Gynaecology, MBBS",20.0,0.0,https://www.practo.com/delhi//delhi/doctor/parul-katiyar-1-gynecologist-obstetrician?practice_id=1402708&specialization=Doctor&referrer=doctor_listing&page_uid=e043c66b-caf1-4757-be4a-0d13668f5c8e,MBBS,
Dr. Manju Gupta,"MBBS, MS - Obstetrics & Gynaecology",17.0,700.0,https://www.practo.com/delhi//delhi/doctor/manju-gupta-gynecologist-obstetrician?practice_id=1029890&specialization=Doctor&referrer=doctor_listing&page_uid=e043c66b-caf1-4757-be4a-0d13668f5c8e,MBBS,
Dr. Prof. Amit Kumar Agarwal,"MS - Orthopaedics, M.Ch - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MBBS",19.0,1500.0,https://www.practo.com/delhi//delhi/doctor/dr-amit-kumar-agarwal-1-spine-surgeon?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=7782f289-089e-4117-833c-127afd729ff0,MBBS,Orthopedics
Dr. Rajeev Puri,"MBBS, MS - ENT",45.0,2000.0,https://www.practo.com/delhi//delhi/doctor/dr-rajeev-puri-ear-nose-throat-ent-specialist?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=7782f289-089e-4117-833c-127afd729ff0,MBBS,Otolaryngology
Dr. Prof. Vipul Vijay,"MBBS, MS - Orthopaedics",17.0,800.0,https://www.practo.com/delhi//delhi/doctor/dr-vipul-vijay-orthopedist-3?practice_id=725699&specialization=Doctor&referrer=doctor_listing&page_uid=7782f289-089e-4117-833c-127afd729ff0,MBBS,Orthopedics
Dr. Neha Gera,BHMS,25.0,700.0,https://www.practo.com/delhi//delhi/doctor/dr-neha-gera-homeopath-1?practice_id=1135536&specialization=Doctor&referrer=doctor_listing&page_uid=7782f289-089e-4117-833c-127afd729ff0,,
Dr. Ameet Kishore,"MBBS, FRCS - Otolaryngology",32.0,2000.0,https://www.practo.com/delhi//delhi/doctor/ameet-kishore-1?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=7782f289-089e-4117-833c-127afd729ff0,MBBS,Otolaryngology
Dr. Puja Singh,"MBBS, DNB - Obstetrics & Gynecology, FNB - Reproductive Medicine",,500.0,https://www.practo.com/delhi//delhi/doctor/dr-puja-singh-1-gynecologist-obstetrician?practice_id=1403974&specialization=Doctor&referrer=doctor_listing&page_uid=7782f289-089e-4117-833c-127afd729ff0,MBBS,
Dr. Ajay Kumar Ajmani,"MBBS, MD - General Medicine, DM - Endocrinology",39.0,1800.0,https://www.practo.com/delhi//delhi/doctor/dr-ajay-kumar-ajmani-endocrinologist-1?practice_id=680128&specialization=Doctor&referrer=doctor_listing&page_uid=7782f289-089e-4117-833c-127afd729ff0,"MBBS, MD","Endocrinology, General Practice, Endodontics"
Dr. Deep Goel,"MBBS, DNB - General Surgery",32.0,1500.0,https://www.practo.com/delhi//delhi/doctor/dr-deep-goel-bariatric-surgeon?practice_id=680128&specialization=Doctor&referrer=doctor_listing&page_uid=7782f289-089e-4117-833c-127afd729ff0,MBBS,General Practice
Dr. Kalpana Aggrawal,"MBBS, MS - Obstetrics & Gynaecology",20.0,600.0,https://www.practo.com/delhi//delhi/doctor/dr-kalpana-aggrawal-gynecologist-obstetrician?practice_id=918386&specialization=Doctor&referrer=doctor_listing&page_uid=7782f289-089e-4117-833c-127afd729ff0,MBBS,
Dr. Girish Raheja,"MBBS, MS - ENT",39.0,2000.0,https://www.practo.com/delhi//delhi/doctor/dr-girish-raheja-ear-nose-throat-ent-specialist-3?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=7782f289-089e-4117-833c-127afd729ff0,MBBS,Otolaryngology
Dr. Sandeep Sindhu,"MBBS, MS - ENT",38.0,3000.0,https://www.practo.com/delhi//delhi/doctor/dr-sandeep-sindhu-ear-nose-throat-ent-specialist-1?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=7180ecdb-bfe8-41d6-a9bc-6357b46fc36b,MBBS,Otolaryngology
Dr. Saket Goel,"MBBS, MS - General Surgery",31.0,1500.0,https://www.practo.com/delhi//delhi/doctor/dr-saket-goel-gastroenterologist-1-bariatric-surgeon?practice_id=1045550&specialization=Doctor&referrer=doctor_listing&page_uid=7180ecdb-bfe8-41d6-a9bc-6357b46fc36b,MBBS,General Practice
Dr. Sourabh Nagpal,"BDS, MDS - Prosthodontics, Fellowship and Diplomate in Implantology from ICOI (USA), PGDE (Cosmetic & Esthetic Dentist)",18.0,500.0,https://www.practo.com/delhi//delhi/doctor/dr-sourabh-nagpal-dentist-dentist?practice_id=666300&specialization=Doctor&referrer=doctor_listing&page_uid=7180ecdb-bfe8-41d6-a9bc-6357b46fc36b,"BDS, MDS, Fellowship, Diploma","Otolaryngology, Prosthodontics"
Ms. Pooja Rao,MA - Psychology,,1500.0,https://www.practo.com/delhi//delhi/therapist/pooja-rao-psychologist?practice_id=1297918&specialization=Doctor&referrer=doctor_listing&page_uid=7180ecdb-bfe8-41d6-a9bc-6357b46fc36b,,Psychiatry
Dr. Ritesh Bansal,"MBBS, MD - General Medicine, Fellowship in Diabetes (UK), CCT - Endocrinology and Diabetes Mellitus, MRCP (UK)",15.0,800.0,https://www.practo.com/delhi//delhi/doctor/ritesh-bansal-diabetologist?practice_id=1103695&specialization=Doctor&referrer=doctor_listing&page_uid=7180ecdb-bfe8-41d6-a9bc-6357b46fc36b,"MBBS, Fellowship, MD","Endocrinology, General Practice, Endodontics"
Ms. Shivangi Gupta,MSc - Psychology,,1200.0,https://www.practo.com/delhi//delhi/therapist/shivangi-gupta-psychotherapist?practice_id=1383478&specialization=Doctor&referrer=doctor_listing&page_uid=7180ecdb-bfe8-41d6-a9bc-6357b46fc36b,,Psychiatry
Dr. Veena Kalra,"MBBS, MD - Pediatrics",54.0,2000.0,https://www.practo.com/delhi//delhi/doctor/veena-kalra-neurologist?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=7180ecdb-bfe8-41d6-a9bc-6357b46fc36b,"MBBS, MD",Pediatrics
Dr. P. N. Renjen,"FRCP, DM - Neurology, MBBS",48.0,2000.0,https://www.practo.com/delhi//delhi/doctor/dr-pn-renjen-neurologist?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=7180ecdb-bfe8-41d6-a9bc-6357b46fc36b,MBBS,"Urology, Neurology"
Dr. Lalit Mohan Parashar,"MBBS, MS - ENT",39.0,1000.0,https://www.practo.com/delhi//delhi/doctor/dr-lalit-mohan-parashar-ear-nose-throat-ent-specialist?practice_id=1132658&specialization=Doctor&referrer=doctor_listing&page_uid=7180ecdb-bfe8-41d6-a9bc-6357b46fc36b,MBBS,Otolaryngology
Dr. Vijay Singhal,"MBBS, MD - Dermatology",18.0,800.0,https://www.practo.com/delhi//delhi/doctor/dr-vijay-singhal-dermatologist-cosmetologist-1?practice_id=954839&specialization=Doctor&referrer=doctor_listing&page_uid=7180ecdb-bfe8-41d6-a9bc-6357b46fc36b,"MBBS, MD",Dermatology
Dr. Ajay Gupta,"MBBS, Diploma in Child Health (DCH)",29.0,500.0,https://www.practo.com/delhi//delhi/doctor/ajay-gupta-2-pediatrician-1?practice_id=1071043&specialization=Doctor&referrer=doctor_listing&page_uid=9001b296-d57b-4d09-9e52-a62d027b5600,"MBBS, Diploma",
Dr. Ajay Kumar,"MBBS, MD - Medicine, DM - Gastroenterology",36.0,1300.0,https://www.practo.com/delhi//delhi/doctor/dr-ajay-kumar-12-gastroenterologist?practice_id=680128&specialization=Doctor&referrer=doctor_listing&page_uid=9001b296-d57b-4d09-9e52-a62d027b5600,"MBBS, MD","Otolaryngology, Gastroenterology"
Dr. Hemant Sharma,"MBBS, MD - Dermatology , Venereology & Leprosy",48.0,1500.0,https://www.practo.com/delhi//delhi/doctor/dr-hemant-sharma-dermatologist-cosmetologist-1?practice_id=680128&specialization=Doctor&referrer=doctor_listing&page_uid=9001b296-d57b-4d09-9e52-a62d027b5600,"MBBS, MD",Dermatology
Dr. Ruchi Gupta,BDS,16.0,300.0,https://www.practo.com/delhi//delhi/doctor/dr-ruchi-gupta-1-dentist?practice_id=712546&specialization=Doctor&referrer=doctor_listing&page_uid=9001b296-d57b-4d09-9e52-a62d027b5600,BDS,
Dr. Keerti Khetan,"MBBS, MS - Obstetrics & Gynaecology",30.0,1500.0,https://www.practo.com/delhi//delhi/doctor/keerti-khetan-gynecologist-obstetrician?practice_id=680128&specialization=Doctor&referrer=doctor_listing&page_uid=9001b296-d57b-4d09-9e52-a62d027b5600,MBBS,
Dr. Col Akhil Mishra V S M,"MBBS, MD - General Medicine, DM - Nephrology",57.0,2500.0,https://www.practo.com/delhi//delhi/doctor/dr-akhil-mishra-nephrologist?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=9001b296-d57b-4d09-9e52-a62d027b5600,"MBBS, MD","General Practice, Nephrology"
Dr. Gaurav Sagar,"MBBS, MD - Medicine, DNB - Nephrology",27.0,1500.0,https://www.practo.com/delhi//delhi/doctor/dr-gaurav-sagar-nephrologist-1?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=9001b296-d57b-4d09-9e52-a62d027b5600,"MBBS, MD",Nephrology
Dr. Akash Sachdeva,"MDS - Oral & Maxillofacial Surgery, BDS",25.0,800.0,https://www.practo.com/delhi//delhi/doctor/akash-sachdeva-dentist?practice_id=702104&specialization=Doctor&referrer=doctor_listing&page_uid=9001b296-d57b-4d09-9e52-a62d027b5600,"BDS, MDS",
Dr. Archi,BDS,16.0,300.0,https://www.practo.com/delhi//delhi/doctor/dr-archi-dentist?practice_id=686323&specialization=Doctor&referrer=doctor_listing&page_uid=9001b296-d57b-4d09-9e52-a62d027b5600,BDS,
Dr. Vishal Garg,"MBBS, MD - Medicine, DM - Gastroenterology",20.0,1500.0,https://www.practo.com/delhi//delhi/doctor/dr-vikas-garg-gastroenterologist?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=9001b296-d57b-4d09-9e52-a62d027b5600,"MBBS, MD","Otolaryngology, Gastroenterology"
Dr. S K Pal,"MBBS, MS - General Surgery, MCh - Urology/Genito-Urinary Surgery",43.0,1500.0,https://www.practo.com/delhi//delhi/doctor/dr-s-k-pal-urologist?practice_id=1132658&specialization=Doctor&referrer=doctor_listing&page_uid=e30640aa-7972-471e-8953-99c7d0db8517,MBBS,"Urology, General Practice"
Dr. Amit Agarwal,"MBBS, MS - General Surgery, DNB - General Medicine",20.0,1800.0,https://www.practo.com/delhi//delhi/doctor/amit-agarwal-1-general-surgeon?practice_id=680128&specialization=Doctor&referrer=doctor_listing&page_uid=e30640aa-7972-471e-8953-99c7d0db8517,MBBS,General Practice
Dr. Ashok Kumar Dutta,"MBBS, MD - Pediatrics",52.0,1000.0,https://www.practo.com/delhi//delhi/doctor/dr-ashok-kumar-dutta-pediatrician?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=e30640aa-7972-471e-8953-99c7d0db8517,"MBBS, MD",Pediatrics
Dr. J.C Vij,"MBBS, MD - Medicine, DM - Gastroenterology",53.0,1700.0,https://www.practo.com/delhi//delhi/doctor/dr-j-c-vij-gastroenterologist-1?practice_id=680128&specialization=Doctor&referrer=doctor_listing&page_uid=e30640aa-7972-471e-8953-99c7d0db8517,"MBBS, MD","Otolaryngology, Gastroenterology"
Dr. Saurabh Rawall,"MBBS, MS - Orthopaedics, FNB - Spine Surgery",18.0,1500.0,https://www.practo.com/delhi//delhi/doctor/saurabh-rawall-spine-and-pain-specialist?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=e30640aa-7972-471e-8953-99c7d0db8517,MBBS,Orthopedics
Dr. Prashant Jain,"MBBS, MCh - Pediatric  Surgery, MS - General Surgery",23.0,1500.0,https://www.practo.com/delhi//delhi/doctor/dr-prashant-jain-pediatrician?practice_id=680128&specialization=Doctor&referrer=doctor_listing&page_uid=e30640aa-7972-471e-8953-99c7d0db8517,MBBS,"Pediatrics, General Practice"
Dr. Aaditi Acharya Sharma,"MBBS, DGO",17.0,700.0,https://www.practo.com/delhi//delhi/doctor/dr-aaditi-acharya-sharma-gynecologist-obstetrician?practice_id=1156417&specialization=Doctor&referrer=doctor_listing&page_uid=e30640aa-7972-471e-8953-99c7d0db8517,MBBS,
Dr. Neeta Misra,"MBBS, MD - Obstetrics & Gynaecology",38.0,1100.0,https://www.practo.com/delhi//delhi/doctor/dr-neeta-misra-gynecologist-obstetrician-2?practice_id=1122370&specialization=Doctor&referrer=doctor_listing&page_uid=e30640aa-7972-471e-8953-99c7d0db8517,"MBBS, MD",
Dr. Pradeep Chowbey,"MBBS, MS - General Surgery",48.0,1200.0,https://www.practo.com/delhi//delhi/doctor/dr-pradeep-chowbey-bariatric-surgeon?practice_id=702104&specialization=Doctor&referrer=doctor_listing&page_uid=e30640aa-7972-471e-8953-99c7d0db8517,MBBS,General Practice
Dr. Rahul Bhargava,"MBBS, MS - ENT, DNB - Otorhinolaryngology",15.0,600.0,https://www.practo.com/delhi//delhi/doctor/dr-rahul-bhargava-ear-nose-throat-ent-specialist?practice_id=1159140&specialization=Doctor&referrer=doctor_listing&page_uid=e30640aa-7972-471e-8953-99c7d0db8517,MBBS,Otolaryngology
Dr. Aparna Singhal,"BDS, MDS - Prosthodontics",15.0,400.0,https://www.practo.com/delhi//delhi/doctor/dr-aparna-singhal-2-dentist?practice_id=954839&specialization=Doctor&referrer=doctor_listing&page_uid=7912d3a7-6b43-44ac-9ee4-5512837084ac,"BDS, MDS",Prosthodontics
Dr. Sudhir Kumar,"MBBS, MS - General Surgery",27.0,500.0,https://www.practo.com/delhi//delhi/doctor/dr-sudhir-kumar-2-general-surgeon?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=7912d3a7-6b43-44ac-9ee4-5512837084ac,MBBS,General Practice
Dr. Sandeep Bhasin,"MS - General Surgery, MBBS",28.0,1000.0,https://www.practo.com/delhi//delhi/doctor/dr-sandeep-bhasin-general-surgeon?practice_id=895602&specialization=Doctor&referrer=doctor_listing&page_uid=7912d3a7-6b43-44ac-9ee4-5512837084ac,MBBS,General Practice
Dr. Jaisom Chopra,"MBBS, MS - General Surgery",46.0,1500.0,https://www.practo.com/delhi//delhi/doctor/dr-jaisom-chopra-vascular-surgeon?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=7912d3a7-6b43-44ac-9ee4-5512837084ac,MBBS,General Practice
Dr. Varun Kumar Gupta,"MBBS, MS - ENT",25.0,800.0,https://www.practo.com/delhi//delhi/doctor/dr-varun-gupta-ear-nose-throat-ent-specialist-1?practice_id=703594&specialization=Doctor&referrer=doctor_listing&page_uid=7912d3a7-6b43-44ac-9ee4-5512837084ac,MBBS,Otolaryngology
Dr. Yuvakshi Juneja,"MBBS, MD - Obstetrics & Gynaecology",41.0,1500.0,https://www.practo.com/delhi//delhi/doctor/yuvakshi-juneja-gynecologist-obstetrician?practice_id=1122370&specialization=Doctor&referrer=doctor_listing&page_uid=7912d3a7-6b43-44ac-9ee4-5512837084ac,"MBBS, MD",
Dr. Kamal Batra,"BDS, MDS - Orthodontics",17.0,500.0,https://www.practo.com/delhi//delhi/doctor/dr-kamal-batra-dentist-1?practice_id=676084&specialization=Doctor&referrer=doctor_listing&page_uid=7912d3a7-6b43-44ac-9ee4-5512837084ac,"BDS, MDS",Orthopedics
Dr. Sanjay Dhawan,"MBBS, DO, MS - Ophthalmology",35.0,1200.0,https://www.practo.com/delhi//delhi/doctor/dr-sanjay-dhawan-ophthalmologist-1?practice_id=702104&specialization=Doctor&referrer=doctor_listing&page_uid=7912d3a7-6b43-44ac-9ee4-5512837084ac,MBBS,Ophthalmology
Dr. Deepak Govil,"MBBS, MS - General Surgery, PhD - Gastrointestinal Surgery",40.0,2000.0,https://www.practo.com/delhi//delhi/doctor/dr-deepal-govil-surgeon?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=7912d3a7-6b43-44ac-9ee4-5512837084ac,MBBS,"Gastroenterology, General Practice"
Dr. B B Khatri,"MBBS, MS - ENT",35.0,1500.0,https://www.practo.com/delhi//delhi/doctor/dr-b-b-khatri-ear-nose-throat-ent-specialist?practice_id=702104&specialization=Doctor&referrer=doctor_listing&page_uid=7912d3a7-6b43-44ac-9ee4-5512837084ac,MBBS,Otolaryngology
Dr. (Prof) Raju Vaishya,"MBBS, MS - Orthopaedics, FRCS - General Surgery",41.0,1500.0,https://www.practo.com/delhi//delhi/doctor/dr-raju-vaishya-orthopedist-2?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=e135d2c1-394f-4c7f-a5a0-f8d8b337cb5c,MBBS,"General Practice, Orthopedics"
Dr. Rajesh Kr. Bhardwaj,"MBBS, MS - ENT, DNB - ENT",40.0,3000.0,https://www.practo.com/delhi//delhi/doctor/dr-rajesh-kr-bhardwaj-1?practice_id=656006&specialization=Doctor&referrer=doctor_listing&page_uid=e135d2c1-394f-4c7f-a5a0-f8d8b337cb5c,MBBS,Otolaryngology
Dr. Neha Khandelwal,"MBBS, MS - Obstetrics & Gynaecology",19.0,1200.0,https://www.practo.com/delhi//delhi/doctor/neha-khandelwal-gynecologist-obstetrician?practice_id=1129161&specialization=Doctor&referrer=doctor_listing&page_uid=e135d2c1-394f-4c7f-a5a0-f8d8b337cb5c,MBBS,
Dr. Glossy Sabharwal,"MBBS, MD - Radio Diagnosis/Radiology",19.0,500.0,https://www.practo.com/delhi//delhi/doctor/dr-glossy-sabharwal-radiologist?practice_id=1128624&specialization=Doctor&referrer=doctor_listing&page_uid=e135d2c1-394f-4c7f-a5a0-f8d8b337cb5c,"MBBS, MD",Radiology
Dr. K. K. Kapur,"MBBS, MD - Medicine, DM - Cardiology",44.0,1000.0,https://www.practo.com/delhi//delhi/doctor/dr-k-k-kapur-cardiologist?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=e135d2c1-394f-4c7f-a5a0-f8d8b337cb5c,"MBBS, MD",Cardiology
Dr. Sajal Ajmani,"MBBS, MD - Medicine, MRCP (UK), DM - Clinical Immunology and Rheumatology",12.0,1400.0,https://www.practo.com/delhi//delhi/doctor/sajal-ajmani?practice_id=680128&specialization=Doctor&referrer=doctor_listing&page_uid=e135d2c1-394f-4c7f-a5a0-f8d8b337cb5c,"MBBS, MD",Rheumatology
Dr. Pravin Kumar,"MBBS, MS - Ophthalmology",48.0,700.0,https://www.practo.com/delhi//delhi/doctor/pravin-kumar-2-ophthalmologist?practice_id=1325593&specialization=Doctor&referrer=doctor_listing&page_uid=e135d2c1-394f-4c7f-a5a0-f8d8b337cb5c,MBBS,Ophthalmology
Dr. Shakuntla Kumar,"MBBS, DGO, Fellow of Indian College of Obstetrics and Gynecology (FICOG)",36.0,1000.0,https://www.practo.com/delhi//delhi/doctor/dr-shakuntla-kumar-gynecologist-obstetrician?practice_id=769628&specialization=Doctor&referrer=doctor_listing&page_uid=e135d2c1-394f-4c7f-a5a0-f8d8b337cb5c,MBBS,
Dr. Jyoti Bhaskar,"MBBS, MD - Obstetrics & Gynaecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG)",35.0,1100.0,https://www.practo.com/delhi//delhi/doctor/dr-jyoti-bhaskar-gynecologist-obstetrician-gynecologist-obstetrician-gynecologist-obstetrician?practice_id=1358824&specialization=Doctor&referrer=doctor_listing&page_uid=e135d2c1-394f-4c7f-a5a0-f8d8b337cb5c,"MBBS, MD",
Dr. Shikha Gurnani,"MBBS, DNB - Obstetrics & Gynecology",20.0,800.0,https://www.practo.com/delhi//delhi/doctor/shikha-gurnani-gynecologist-obstetrician?practice_id=703823&specialization=Doctor&referrer=doctor_listing&page_uid=fec8e084-363f-4890-b794-b50971245bf5,MBBS,
Dr. Pankaj Jain,"MBBS, MS - Ophthalmology",47.0,1050.0,https://www.practo.com/delhi//delhi/doctor/dr-pankaj-jain-ophthalmologist-4?practice_id=1128624&specialization=Doctor&referrer=doctor_listing&page_uid=fec8e084-363f-4890-b794-b50971245bf5,MBBS,Ophthalmology
Dr. Arun Prasad,"MBBS, MS - General Surgery, FRCS - General Surgery, Fellow of American College of Surgeons(FACS)",39.0,1500.0,https://www.practo.com/delhi//delhi/doctor/dr-arun-prasad-1-general-surgeon-general-surgeon?practice_id=912154&specialization=Doctor&referrer=doctor_listing&page_uid=fec8e084-363f-4890-b794-b50971245bf5,MBBS,General Practice
Dr. Avinash Singh,"BDS, MDS - Oral Medicine and Radiology",15.0,300.0,https://www.practo.com/delhi//delhi/doctor/dr-avinsh-kumar-singh-m-d-s-oral-medicine-and-radiology?practice_id=699845&specialization=Doctor&referrer=doctor_listing&page_uid=fec8e084-363f-4890-b794-b50971245bf5,"BDS, MDS",Radiology
Dr. Rohit Kaushal,"MBBS, MS - General Surgery, MCh - Urology, DNB - Urology/Genito - Urinary Surgery",15.0,800.0,https://www.practo.com/delhi//delhi/doctor/dr-rohit-kaushal-urologist-1?practice_id=702104&specialization=Doctor&referrer=doctor_listing&page_uid=fec8e084-363f-4890-b794-b50971245bf5,MBBS,"Urology, General Practice"
Dr. Nikhil Pal,"MBBS, MD - Ophthalmology",23.0,1200.0,https://www.practo.com/delhi//delhi/doctor/dr-nikhil-pal-ophthalmologist-2?practice_id=702104&specialization=Doctor&referrer=doctor_listing&page_uid=fec8e084-363f-4890-b794-b50971245bf5,"MBBS, MD",Ophthalmology
Dr. Vivek Marwah,"MBBS, MS - Obstetrics & Gynaecology",34.0,1200.0,https://www.practo.com/delhi//delhi/doctor/dr-vivek-marwah-gynecologist-obstetrician?practice_id=702104&specialization=Doctor&referrer=doctor_listing&page_uid=fec8e084-363f-4890-b794-b50971245bf5,MBBS,
Dr. Mamta Goel,"DNB - Obstetrics & Gynecology, DGO, MBBS",21.0,800.0,https://www.practo.com/delhi//delhi/doctor/dr-mamta-goel-gynecologist-obstetrician?practice_id=1122370&specialization=Doctor&referrer=doctor_listing&page_uid=fec8e084-363f-4890-b794-b50971245bf5,MBBS,
